Contract_No,EMI_Realized_count,SaleDate,Cancel,status_request,total_value,interaction_state_value,created,acontractid,run_date
451951,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
454715,3,2019-05-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
456115,3,2019-05-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
457674,1,2019-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458896,2,2019-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460132,0,2019-07-31T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
3330,2,1999-02-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
153546,0,2009-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
247515,7,2012-08-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343533,12,2015-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
344514,0,2016-01-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
345715,42,2016-02-09T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
352625,41,2016-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
357435,2,2016-06-09T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
365968,35,2016-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
366840,35,2016-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
379821,30,2017-02-16T00:00:00.000Z,Rescission_Cancellation_Request,Resolved,10,,,,18-10-2019
386308,29,2017-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
389019,10,2017-05-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
390367,27,2017-05-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
402735,23,2017-10-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
407210,21,2017-12-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
410914,19,2018-01-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
416450,17,2018-03-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
416494,17,2018-03-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
422751,15,2018-05-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
433709,10,2018-09-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
434867,11,2018-09-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
435924,10,2018-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
441309,8,2018-12-12T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
441361,8,2018-12-12T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452171,0,2019-04-11T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
453316,0,2019-04-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
453625,3,2019-04-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
454513,3,2019-05-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
454854,3,2019-05-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455111,3,2019-05-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
456870,2,2019-06-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
457099,1,2019-06-17T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
459962,0,2019-07-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460082,0,2019-07-24T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
460619,0,2019-07-31T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
460673,1,2019-07-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460711,0,2019-07-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460935,,,Rescission_Cancellation_Request,Resolved,10,,,,18-10-2019
461085,0,2019-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
298596,0,2014-07-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
310924,16,2014-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
319591,10,2015-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
327095,12,2015-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
335669,6,2015-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
337772,48,2015-10-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
339543,4,2015-11-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
340140,45,2015-11-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343844,19,2016-01-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
350131,41,2016-03-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
358139,37,2016-06-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
358482,0,2016-06-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
365242,35,2016-09-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
374248,32,2016-12-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
380454,30,2017-02-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
386896,27,2017-04-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
398657,24,2017-08-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
400177,12,2017-09-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
403608,1,2017-10-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
405040,4,2017-11-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
406219,21,2017-11-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
408656,20,2017-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
412605,0,2018-02-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
415187,17,2018-03-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
424885,14,2018-06-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
426900,14,2018-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
442422,8,2018-12-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
448677,5,2019-03-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
449322,4,2019-03-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452125,3,2019-04-04T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452481,4,2019-04-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458366,1,2019-06-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
459199,1,2019-07-08T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
104918,0,2007-06-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
254245,6,2012-11-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
265393,6,2013-03-31T00:00:00.000Z,General_Cancellation,Resolved,1,,,,18-10-2019
303868,4,2014-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
331252,48,2015-08-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
334745,38,2015-09-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
382172,29,2017-03-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
385111,5,2017-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
398328,24,2017-08-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
406541,20,2017-12-07T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
410427,16,2018-01-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
411756,19,2018-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
412664,18,2018-02-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
414991,0,2018-03-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
417106,17,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
418044,17,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
418221,17,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
423140,1,2018-05-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
425529,14,2018-06-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
425653,13,2018-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
432135,12,2018-08-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
433940,11,2018-09-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
434826,11,2018-09-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
439273,0,2018-11-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
443288,8,2018-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
448102,5,2019-03-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451927,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452412,3,2019-04-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455187,3,2019-05-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
459000,1,2019-06-30T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
459881,0,2019-07-22T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
460461,0,2019-07-29T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
10660,12,2003-12-07T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
79225,4,2006-04-07T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
197202,18,2010-09-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
208085,0,2011-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
240180,0,2012-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
266922,10,2013-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
320978,10,2015-04-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
323914,11,2015-05-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
352537,42,2016-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
357551,38,2016-06-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
373155,5,2016-12-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
377693,31,2017-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
377705,31,2017-01-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
404237,23,2017-11-08T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
404736,21,2017-11-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
407616,20,2017-12-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
408445,20,2017-12-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
408703,12,2017-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
414380,18,2018-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
417147,16,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
418384,16,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
418485,2,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
423045,3,2018-05-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
423542,15,2018-05-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
424362,14,2018-06-11T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
432004,12,2018-08-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
434899,11,2018-09-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
435256,11,2018-09-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
439008,9,2018-11-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
443051,7,2018-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
445739,5,2019-02-06T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451707,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
454339,2,2019-05-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455989,3,2019-05-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
456839,2,2019-06-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
457635,2,2019-06-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
459143,0,2019-07-08T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460909,1,2019-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
162682,4,2009-06-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
342717,44,2015-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343224,4,2015-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
347880,40,2016-03-09T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
369513,34,2016-10-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
395560,25,2017-07-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
400391,23,2017-09-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
400480,22,2017-09-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
404254,0,2017-11-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
405411,1,2017-11-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
406783,20,2017-12-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
407747,0,2017-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
410672,19,2018-01-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
414291,18,2018-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
420758,16,2018-04-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
422802,14,2018-05-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
424455,14,2018-06-11T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
429579,12,2018-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
432390,11,2018-08-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
439666,9,2018-11-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
445481,7,2019-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
446244,5,2019-02-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
446279,5,2019-02-26T00:00:00.000Z,General_Cancellation,Pending,2,,,,18-10-2019
447269,6,2019-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
447716,4,2019-03-06T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
448817,4,2019-03-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451163,4,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451811,4,2019-03-31T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
451989,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452339,3,2019-04-13T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
452381,3,2019-04-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452794,4,2019-04-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
453377,3,2019-04-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455080,2,2019-05-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455191,3,2019-05-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458272,2,2019-06-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
459752,1,2019-07-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460194,0,2019-07-27T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
89499,11,2006-10-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
219114,7,2011-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
244022,0,2012-06-30T00:00:00.000Z,General_Cancellation,Resolved,1,,,,18-10-2019
277453,12,2013-09-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
323998,23,2015-05-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
333131,20,2015-09-12T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
353618,39,2016-04-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
355093,12,2016-05-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
380238,30,2017-02-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
381948,29,2017-03-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
382701,29,2017-03-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
384299,12,2017-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
385017,28,2017-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
387220,12,2017-04-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
398910,24,2017-08-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
411172,19,2018-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
412836,18,2018-02-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
415244,4,2018-03-12T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
416142,17,2018-03-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
429243,5,2018-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
432748,11,2018-08-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
433398,0,2018-09-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
436890,10,2018-10-20T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
439647,9,2018-11-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
445294,8,2019-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
450834,4,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451141,3,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451571,6,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451931,3,2019-04-04T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
455913,3,2019-05-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
456908,1,2019-06-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
457803,2,2019-06-25T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
109325,2,2007-08-29T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
189515,9,2010-06-01T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
231132,0,2011-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
257320,3,2012-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
336080,6,2015-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
339893,4,2015-11-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
351474,40,2016-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
352990,40,2016-04-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
370452,33,2016-11-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
378961,30,2017-02-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
385352,28,2017-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
390477,21,2017-05-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
401286,23,2017-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
413740,17,2018-02-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
414759,17,2018-03-09T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
431000,6,2018-08-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
433899,10,2018-09-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
434488,11,2018-09-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
436324,9,2018-10-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
438942,9,2018-11-13T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
443934,6,2019-01-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
452818,3,2019-04-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
454199,2,2019-05-11T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
457079,2,2019-06-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458594,1,2019-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458940,2,2019-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
459125,0,2019-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460860,1,2019-07-31T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
17164,0,2005-01-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
303647,14,2014-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
325217,20,2015-06-10T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
333192,47,2015-09-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343651,43,2016-01-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
364114,12,2016-08-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
364506,34,2016-09-14T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
369256,0,2016-10-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
387665,6,2017-04-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
395188,13,2017-07-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
400299,23,2017-09-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
400802,0,2017-09-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
410354,2,2018-01-17T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
412692,18,2018-02-22T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
422004,15,2018-05-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
425645,14,2018-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
425937,1,2018-06-27T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
430906,12,2018-08-23T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
433523,11,2018-09-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
436616,9,2018-10-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
447914,4,2019-03-08T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
448871,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451226,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451947,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
458298,1,2019-06-30T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
459226,0,2019-07-11T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
459241,0,2019-07-09T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
459604,0,2019-07-16T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
460538,0,2019-07-31T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
460824,1,2019-07-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
98165,1,2007-04-12T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
110589,9,2007-09-04T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
257798,10,2013-01-03T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
334509,47,2015-09-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
337028,46,2015-10-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
337077,46,2015-10-19T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343121,44,2015-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
343815,43,2016-01-15T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
344267,3,2016-01-21T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
375804,32,2016-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
392978,25,2017-06-30T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
393063,26,2017-06-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
408951,4,2017-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
411023,19,2018-01-24T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
417179,2,2018-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
424119,15,2018-05-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
434439,11,2018-09-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
440694,8,2018-11-30T00:00:00.000Z,Rescission_Cancellation_Request,Pending,20,,,,18-10-2019
441680,8,2018-12-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
442260,8,2018-12-26T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
442704,8,2018-12-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
447388,5,2019-02-28T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
449012,4,2019-03-18T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
451766,5,2019-03-31T00:00:00.000Z,Active_with_no_cancellation,,,,,,18-10-2019
