Contract_No,Flag,upcoming_pdi_type,pdi_contracts_status,run_date
117500,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
237019,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
283975,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
370123,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457587,FIF,"",PDI_Available_but_RO,2019-09-03
458064,FIF,"",PDI_Available_but_RO,2019-09-03
200448,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
238460,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
375032,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
204786,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
402914,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
430940,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
448201,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456622,FIF,null_pdi,PDI_not_Available,2019-09-03
458365,FIF,"",PDI_Available_but_RO,2019-09-03
458700,FIF,"",PDI_Available_but_RO,2019-09-03
237296,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
456662,FIF,"",PDI_Available_but_RO,2019-09-03
457564,FIF,"",PDI_Available_but_RO,2019-09-03
458257,FIF,"",PDI_Available_but_RO,2019-09-03
314998,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
320535,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
421850,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458098,FIF,"",PDI_Available_but_RO,2019-09-03
458270,FIF,"",PDI_Available_but_RO,2019-09-03
303008,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
140661,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
256914,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
408763,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458820,FIF,"",PDI_Available_but_RO,2019-09-03
179475,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
278429,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
338564,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457435,FIF,null_pdi,PDI_not_Available,2019-09-03
458166,FIF,null_pdi,PDI_not_Available,2019-09-03
377839,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
394521,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
436394,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
451186,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457317,FIF,"",PDI_Available_but_RO,2019-09-03
457710,FIF,"",PDI_Available_but_RO,2019-09-03
457955,FIF,null_pdi,PDI_not_Available,2019-09-03
217940,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
375677,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
455488,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456647,FIF,"",PDI_Available_but_RO,2019-09-03
456903,FIF,"",PDI_Available_but_RO,2019-09-03
458561,FIF,"",PDI_Available_but_RO,2019-09-03
458943,FIF,"",PDI_Available_but_RO,2019-09-03
308995,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
328523,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457446,FIF,null_pdi,PDI_not_Available,2019-09-03
457491,FIF,"",PDI_Available_but_RO,2019-09-03
239467,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
338809,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456871,FIF,"",PDI_Available_but_RO,2019-09-03
457358,FIF,"",PDI_Available_but_RO,2019-09-03
458447,FIF,null_pdi,PDI_not_Available,2019-09-03
367729,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458578,FIF,null_pdi,PDI_not_Available,2019-09-03
460328,FIF,"",PDI_Available_but_RO,2019-09-03
444234,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457801,FIF,"",PDI_Available_but_RO,2019-09-03
458476,FIF,"",PDI_Available_but_RO,2019-09-03
343349,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
436338,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457606,FIF,"",PDI_Available_but_RO,2019-09-03
458557,FIF,null_pdi,PDI_not_Available,2019-09-03
458690,FIF,null_pdi,PDI_not_Available,2019-09-03
230988,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457143,FIF,"",PDI_Available_but_RO,2019-09-03
458138,FIF,"",PDI_Available_but_RO,2019-09-03
362546,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
415424,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
440508,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457646,FIF,"",PDI_Available_but_RO,2019-09-03
457720,FIF,"",PDI_Available_but_RO,2019-09-03
458991,FIF,"",PDI_Available_but_RO,2019-09-03
459945,FIF,"",PDI_Available_but_RO,2019-09-03
355280,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458043,FIF,null_pdi,PDI_not_Available,2019-09-03
459010,FIF,null_pdi,PDI_not_Available,2019-09-03
312863,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
362141,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
455344,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
459062,FIF,"",PDI_Available_but_RO,2019-09-03
290252,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
351558,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
357163,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
389035,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457432,FIF,"",PDI_Available_but_RO,2019-09-03
459646,FIF,"",PDI_Available_but_RO,2019-09-03
270969,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
293378,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
420795,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457688,FIF,"",PDI_Available_but_RO,2019-09-03
349845,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
397559,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
410901,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
415119,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457014,FIF,null_pdi,PDI_not_Available,2019-09-03
459917,FIF,"",PDI_Available_but_RO,2019-09-03
460638,FIF,"",PDI_Available_but_RO,2019-09-03
312061,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457736,FIF,null_pdi,PDI_not_Available,2019-09-03
458862,FIF,"",PDI_Available_but_RO,2019-09-03
419772,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
420209,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458963,FIF,null_pdi,PDI_not_Available,2019-09-03
460976,FIF,"",PDI_Available_but_RO,2019-09-03
444945,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456847,FIF,"",PDI_Available_but_RO,2019-09-03
445217,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
447028,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
324278,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
387193,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
431440,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
455003,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457611,FIF,null_pdi,PDI_not_Available,2019-09-03
457665,FIF,"",PDI_Available_but_RO,2019-09-03
457869,FIF,null_pdi,PDI_not_Available,2019-09-03
458323,FIF,null_pdi,PDI_not_Available,2019-09-03
458330,FIF,"",PDI_Available_but_RO,2019-09-03
458974,FIF,"",PDI_Available_but_RO,2019-09-03
273379,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
354146,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
369174,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457006,FIF,"",PDI_Available_but_RO,2019-09-03
368461,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
449510,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
454032,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457232,FIF,"",PDI_Available_but_RO,2019-09-03
458707,FIF,null_pdi,PDI_not_Available,2019-09-03
459072,FIF,"",PDI_Available_but_RO,2019-09-03
460800,FIF,"",PDI_Available_but_RO,2019-09-03
455152,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458134,FIF,"",PDI_Available_but_RO,2019-09-03
458215,FIF,"",PDI_Available_but_RO,2019-09-03
458870,FIF,null_pdi,PDI_not_Available,2019-09-03
337782,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
390381,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457072,FIF,null_pdi,PDI_not_Available,2019-09-03
120488,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
425300,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458281,FIF,"",PDI_Available_but_RO,2019-09-03
460910,FIF,"",PDI_Available_but_RO,2019-09-03
458154,FIF,null_pdi,PDI_not_Available,2019-09-03
458475,FIF,"",PDI_Available_but_RO,2019-09-03
460752,FIF,"",PDI_Available_but_RO,2019-09-03
408829,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
434233,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
455340,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
215199,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
377142,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
383446,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457028,FIF,null_pdi,PDI_not_Available,2019-09-03
363098,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
434060,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
456278,FIF,null_pdi,PDI_not_Available,2019-09-03
456928,FIF,"",PDI_Available_but_RO,2019-09-03
457324,FIF,"",PDI_Available_but_RO,2019-09-03
369047,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
392324,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456200,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
460307,FIF,"",PDI_Available_but_RO,2019-09-03
249897,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458241,FIF,"",PDI_Available_but_RO,2019-09-03
458319,FIF,"",PDI_Available_but_RO,2019-09-03
458588,FIF,"",PDI_Available_but_RO,2019-09-03
458631,FIF,"",PDI_Available_but_RO,2019-09-03
458687,FIF,null_pdi,PDI_not_Available,2019-09-03
458755,FIF,"",PDI_Available_but_RO,2019-09-03
339594,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
365491,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457228,FIF,"",PDI_Available_but_RO,2019-09-03
457676,FIF,"",PDI_Available_but_RO,2019-09-03
458332,FIF,"",PDI_Available_but_RO,2019-09-03
427116,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
438874,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457757,FIF,"",PDI_Available_but_RO,2019-09-03
458913,FIF,null_pdi,PDI_not_Available,2019-09-03
168162,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
255705,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
453791,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
460810,FIF,"",PDI_Available_but_RO,2019-09-03
167836,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
210520,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
423549,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
438046,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457466,FIF,"",PDI_Available_but_RO,2019-09-03
457723,FIF,"",PDI_Available_but_RO,2019-09-03
459045,FIF,"",PDI_Available_but_RO,2019-09-03
460665,FIF,"",PDI_Available_but_RO,2019-09-03
276015,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
329480,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
416700,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458762,FIF,null_pdi,PDI_not_Available,2019-09-03
431371,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457214,FIF,"",PDI_Available_but_RO,2019-09-03
458744,FIF,"",PDI_Available_but_RO,2019-09-03
346003,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456397,FIF,"",PDI_Available_but_RO,2019-09-03
457197,FIF,"",PDI_Available_but_RO,2019-09-03
458506,FIF,"",PDI_Available_but_RO,2019-09-03
409331,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457364,FIF,"",PDI_Available_but_RO,2019-09-03
458503,FIF,null_pdi,PDI_not_Available,2019-09-03
458759,FIF,null_pdi,PDI_not_Available,2019-09-03
254034,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
300068,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
354141,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457027,FIF,"",PDI_Available_but_RO,2019-09-03
394868,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
421804,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456272,FIF,null_pdi,PDI_not_Available,2019-09-03
458297,FIF,"",PDI_Available_but_RO,2019-09-03
458741,FIF,"",PDI_Available_but_RO,2019-09-03
185551,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457560,FIF,"",PDI_Available_but_RO,2019-09-03
223980,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
290953,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
330266,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
362950,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
410277,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
456094,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456596,FIF,"",PDI_Available_but_RO,2019-09-03
457049,FIF,null_pdi,PDI_not_Available,2019-09-03
457423,FIF,"",PDI_Available_but_RO,2019-09-03
458729,FIF,"",PDI_Available_but_RO,2019-09-03
458852,FIF,"",PDI_Available_but_RO,2019-09-03
96582,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
282401,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
327235,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
331652,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
357440,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
375248,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
379752,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
454197,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457965,FIF,null_pdi,PDI_not_Available,2019-09-03
458341,FIF,"",PDI_Available_but_RO,2019-09-03
458509,FIF,"",PDI_Available_but_RO,2019-09-03
458510,FIF,"",PDI_Available_but_RO,2019-09-03
355129,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
434877,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456782,FIF,"",PDI_Available_but_RO,2019-09-03
345543,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
395690,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
406958,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
455046,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458264,FIF,"",PDI_Available_but_RO,2019-09-03
312046,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
340348,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
410984,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
449705,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458070,FIF,"",PDI_Available_but_RO,2019-09-03
458232,FIF,"",PDI_Available_but_RO,2019-09-03
373979,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
379575,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
439050,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456585,FIF,"",PDI_Available_but_RO,2019-09-03
457541,FIF,"",PDI_Available_but_RO,2019-09-03
458189,FIF,"",PDI_Available_but_RO,2019-09-03
456733,FIF,"",PDI_Available_but_RO,2019-09-03
457141,FIF,"",PDI_Available_but_RO,2019-09-03
371777,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456704,FIF,"",PDI_Available_but_RO,2019-09-03
458446,FIF,"",PDI_Available_but_RO,2019-09-03
432591,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456404,FIF,"",PDI_Available_but_RO,2019-09-03
457581,FIF,"",PDI_Available_but_RO,2019-09-03
337613,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
437958,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457110,FIF,"",PDI_Available_but_RO,2019-09-03
457309,FIF,"",PDI_Available_but_RO,2019-09-03
458566,FIF,"",PDI_Available_but_RO,2019-09-03
238607,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
363668,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
399767,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456919,FIF,"",PDI_Available_but_RO,2019-09-03
458162,FIF,"",PDI_Available_but_RO,2019-09-03
458995,FIF,"",PDI_Available_but_RO,2019-09-03
458843,FIF,"",PDI_Available_but_RO,2019-09-03
206018,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
207918,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
375126,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457751,FIF,"",PDI_Available_but_RO,2019-09-03
460808,FIF,"",PDI_Available_but_RO,2019-09-03
73697,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
454274,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456689,FIF,null_pdi,PDI_not_Available,2019-09-03
456810,FIF,"",PDI_Available_but_RO,2019-09-03
457797,FIF,"",PDI_Available_but_RO,2019-09-03
460967,FIF,null_pdi,PDI_not_Available,2019-09-03
445377,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457209,FIF,"",PDI_Available_but_RO,2019-09-03
458705,FIF,"",PDI_Available_but_RO,2019-09-03
458819,FIF,null_pdi,PDI_not_Available,2019-09-03
456830,FIF,"",PDI_Available_but_RO,2019-09-03
457765,FIF,"",PDI_Available_but_RO,2019-09-03
458384,FIF,"",PDI_Available_but_RO,2019-09-03
458456,FIF,"",PDI_Available_but_RO,2019-09-03
261536,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
396200,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
439554,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458526,FIF,"",PDI_Available_but_RO,2019-09-03
458842,FIF,"",PDI_Available_but_RO,2019-09-03
364659,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456637,FIF,null_pdi,PDI_not_Available,2019-09-03
457594,FIF,"",PDI_Available_but_RO,2019-09-03
338896,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
372125,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
416941,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
455687,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456740,FIF,"",PDI_Available_but_RO,2019-09-03
457198,FIF,"",PDI_Available_but_RO,2019-09-03
457758,FIF,"",PDI_Available_but_RO,2019-09-03
92051,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
237545,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
336880,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
389095,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457668,FIF,"",PDI_Available_but_RO,2019-09-03
457705,FIF,"",PDI_Available_but_RO,2019-09-03
459004,FIF,null_pdi,PDI_not_Available,2019-09-03
456609,FIF,"",PDI_Available_but_RO,2019-09-03
457415,FIF,null_pdi,PDI_not_Available,2019-09-03
458209,FIF,"",PDI_Available_but_RO,2019-09-03
285326,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
330964,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
420451,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458212,FIF,"",PDI_Available_but_RO,2019-09-03
460025,FIF,"",PDI_Available_but_RO,2019-09-03
329819,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
456952,FIF,null_pdi,PDI_not_Available,2019-09-03
370883,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
379226,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
401735,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
454993,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456383,FIF,"",PDI_Available_but_RO,2019-09-03
171661,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
427435,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457284,FIF,null_pdi,PDI_not_Available,2019-09-03
459073,FIF,null_pdi,PDI_not_Available,2019-09-03
70833,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
153546,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
326268,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
403616,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
425852,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
131116,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
298596,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
354636,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
454049,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456602,FIF,"",PDI_Available_but_RO,2019-09-03
458593,FIF,null_pdi,PDI_not_Available,2019-09-03
414991,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456520,FIF,"",PDI_Available_but_RO,2019-09-03
456808,FIF,"",PDI_Available_but_RO,2019-09-03
458689,FIF,null_pdi,PDI_not_Available,2019-09-03
91464,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
385884,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457607,FIF,"",PDI_Available_but_RO,2019-09-03
252805,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
451722,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457842,FIF,"",PDI_Available_but_RO,2019-09-03
291612,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
420237,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
456908,FIF,"",PDI_Available_but_RO,2019-09-03
458749,FIF,"",PDI_Available_but_RO,2019-09-03
458920,FIF,null_pdi,PDI_not_Available,2019-09-03
459039,FIF,"",PDI_Available_but_RO,2019-09-03
459048,FIF,"",PDI_Available_but_RO,2019-09-03
241562,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
349276,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
443590,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
459020,FIF,"",PDI_Available_but_RO,2019-09-03
459125,FIF,"",PDI_Available_but_RO,2019-09-03
460992,FIF,"",PDI_Available_but_RO,2019-09-03
301979,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
395642,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457659,FIF,"",PDI_Available_but_RO,2019-09-03
457739,FIF,"",PDI_Available_but_RO,2019-09-03
458130,FIF,"",PDI_Available_but_RO,2019-09-03
206469,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
281745,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457003,FIF,"",PDI_Available_but_RO,2019-09-03
457946,FIF,"",PDI_Available_but_RO,2019-09-03
458610,FIF,"",PDI_Available_but_RO,2019-09-03
375203,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
457121,FIF,"",PDI_Available_but_RO,2019-09-03
458981,FIF,"",PDI_Available_but_RO,2019-09-03
300800,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
395081,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
438899,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456785,FIF,"",PDI_Available_but_RO,2019-09-03
458558,FIF,"",PDI_Available_but_RO,2019-09-03
458977,FIF,"",PDI_Available_but_RO,2019-09-03
107924,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458910,FIF,"",PDI_Available_but_RO,2019-09-03
364679,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
452157,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456804,FIF,"",PDI_Available_but_RO,2019-09-03
137135,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
289847,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
340807,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
348504,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456976,FIF,"",PDI_Available_but_RO,2019-09-03
299381,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
366562,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
410077,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458787,FIF,null_pdi,PDI_not_Available,2019-09-03
341561,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
403430,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
432662,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
455126,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456330,FIF,"",PDI_Available_but_RO,2019-09-03
460382,FIF,"",PDI_Available_but_RO,2019-09-03
460941,FIF,"",PDI_Available_but_RO,2019-09-03
310606,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
398768,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456910,FIF,"",PDI_Available_but_RO,2019-09-03
458286,FIF,"",PDI_Available_but_RO,2019-09-03
458613,FIF,"",PDI_Available_but_RO,2019-09-03
81939,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
344347,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
393429,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
411337,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
434336,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458808,FIF,null_pdi,PDI_not_Available,2019-09-03
458867,FIF,"",PDI_Available_but_RO,2019-09-03
100383,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
107628,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
320404,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456642,FIF,"",PDI_Available_but_RO,2019-09-03
456644,FIF,"",PDI_Available_but_RO,2019-09-03
245598,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
434786,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
457328,FIF,"",PDI_Available_but_RO,2019-09-03
456319,FIF,"",PDI_Available_but_RO,2019-09-03
447644,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
246143,upgrade/ppc,null_pdi,PDI_not_Available,2019-09-03
458499,FIF,"",PDI_Available_but_RO,2019-09-03
460792,FIF,"",PDI_Available_but_RO,2019-09-03
385681,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
420179,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
458925,FIF,null_pdi,PDI_not_Available,2019-09-03
142535,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
417413,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
456798,FIF,"",PDI_Available_but_RO,2019-09-03
456827,FIF,"",PDI_Available_but_RO,2019-09-03
458601,FIF,null_pdi,PDI_not_Available,2019-09-03
460949,FIF,"",PDI_Available_but_RO,2019-09-03
247505,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
387523,upgrade/ppc,"",PDI_Available_but_RO,2019-09-03
